Iteration,fy_speed_1,fy_dir_x,fy_dir_y,drop_time_1,clock_value_1,drop_time_2,clock_value_2,drop_time_3,clock_value_3,Obscured_Duration
Iteration,120.0,-0.99993885,0.01105904,0.9758,3.8205,2.4758,5.0,3.9758,5.0,5.479999999999928
Iteration,120.01,-0.99993885,0.01105904,0.9758,3.8205,2.4758,5.0,3.9758,5.0,5.479999999999928
Iteration,120.0,-0.98993885,0.01105904,0.9758,3.8205,2.4758,5.0,3.9758,5.0,5.449999999999928
Iteration,120.0,-0.99993885,0.02105904,0.9758,3.8205,2.4758,5.0,3.9758,5.0,3.509999999999969
Iteration,120.0,-0.99993885,0.01105904,0.9858,3.8205,2.4758,5.0,3.9758,5.0,5.459999999999928
Iteration,120.0,-0.99993885,0.01105904,0.9758,3.8305,2.4758,5.0,3.9758,5.0,5.509999999999927
Iteration,120.0,-0.99993885,0.01105904,0.9758,3.8205,2.4858,5.0,3.9758,5.0,5.479999999999928
Iteration,120.0,-0.99993885,0.01105904,0.9758,3.8205,2.4758,5.01,3.9758,5.0,5.479999999999928
Iteration,120.0,-0.99993885,0.01105904,0.9758,3.8205,2.4758,5.0,3.9858,5.0,5.469999999999928
Iteration,120.0,-0.99993885,0.01105904,0.9758,3.8205,2.4758,5.0,3.9758,5.01,5.489999999999927
Iteration,120.0,-0.9999999999950903,-0.9999999996792247,0.10000000000183329,6.8205,2.2257999999996128,5.0,3.2258000000003872,6.0,0.0
Iteration,120.0,-0.9999686534435439,-0.48171354263227356,0.5489503196832456,5.282647797388609,2.3539543502174274,5.0,3.610263050653036,5.487382599129536,0.0
Iteration,120.0,-0.9999530001164016,-0.22290014641103503,0.7731397720440105,4.514700369798175,2.417949969183396,5.0,3.802249907550546,5.2314001232660585,0.0
Iteration,120.0,-0.9999452131729086,-0.09415018333293945,0.8846656209195962,4.132675310849262,2.4497853907625213,5.0,3.8977561722877248,5.104058436949754,0.0
Iteration,120.0,-0.9999413977474518,-0.031065625555853113,0.9393107539264535,3.945491708404737,2.4653840242995892,5.0,3.9445520728988317,5.041663902801579,0.0
Iteration,120.0,-0.9999396356845505,-0.0019315328668859794,0.9645473003352955,3.859045443016881,2.472587879748588,5.0,3.9661636392457846,5.012848481005627,4.269999999999953
Iteration,120.0,-0.9999391218838127,0.0065636907182574505,0.971906036594865,3.833838536441459,2.4746884552965436,5.0,3.972465365889637,5.0044461788138195,5.589999999999925
